WTP,Boost,noBoost,strategy,population
29300,0.8716,0.1284,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
29400,0.8716,0.1284,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
29500,0.8716,0.1284,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
29600,0.8716,0.1284,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
29700,0.8718,0.1282,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
29800,0.8718,0.1282,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
29900,0.8722,0.1278,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
30000,0.8722,0.1278,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
30100,0.8724,0.1276,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
30200,0.8726,0.1274,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
30300,0.8724,0.1276,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
30400,0.8724,0.1276,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
30500,0.8724,0.1276,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
30600,0.8724,0.1276,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
30700,0.8724,0.1276,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
30800,0.8724,0.1276,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
30900,0.8724,0.1276,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
31000,0.8726,0.1274,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
31100,0.8728,0.1272,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
31200,0.873,0.127,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
31300,0.873,0.127,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
31400,0.873,0.127,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
31500,0.873,0.127,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
31600,0.873,0.127,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
31700,0.873,0.127,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
31800,0.873,0.127,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
31900,0.873,0.127,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
32000,0.8734,0.1266,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
32100,0.8734,0.1266,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
32200,0.8736,0.1264,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
32300,0.8736,0.1264,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
32400,0.8736,0.1264,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
32500,0.8736,0.1264,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
32600,0.8736,0.1264,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
32700,0.8736,0.1264,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
32800,0.874,0.126,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
32900,0.874,0.126,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
33000,0.874,0.126,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
33100,0.874,0.126,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
33200,0.874,0.126,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
33300,0.874,0.126,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
33400,0.874,0.126,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
33500,0.874,0.126,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
33600,0.874,0.126,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
33700,0.874,0.126,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
33800,0.874,0.126,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
33900,0.8744,0.1256,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
34000,0.8744,0.1256,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
34100,0.8744,0.1256,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
34200,0.8744,0.1256,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
34300,0.8744,0.1256,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
34400,0.8744,0.1256,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
34500,0.8746,0.1254,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
34600,0.8748,0.1252,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
34700,0.8748,0.1252,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
34800,0.8748,0.1252,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
34900,0.8748,0.1252,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
35000,0.8748,0.1252,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
35100,0.8748,0.1252,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
35200,0.8748,0.1252,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
35300,0.8748,0.1252,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
35400,0.875,0.125,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
35500,0.875,0.125,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
35600,0.875,0.125,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
35700,0.875,0.125,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
35800,0.875,0.125,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
35900,0.8752,0.1248,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
36000,0.8752,0.1248,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
36100,0.8752,0.1248,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
36200,0.8752,0.1248,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
36300,0.8752,0.1248,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
36400,0.8754,0.1246,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
36500,0.8754,0.1246,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
36600,0.8754,0.1246,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
36700,0.8754,0.1246,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
36800,0.8754,0.1246,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
36900,0.8754,0.1246,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
37000,0.8754,0.1246,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
37100,0.8754,0.1246,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
37200,0.8754,0.1246,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
37300,0.8754,0.1246,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
37400,0.8754,0.1246,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
37500,0.8754,0.1246,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
37600,0.8756,0.1244,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
37700,0.8756,0.1244,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
37800,0.8754,0.1246,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
37900,0.8754,0.1246,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
38000,0.8754,0.1246,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
38100,0.8754,0.1246,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
38200,0.8754,0.1246,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
38300,0.8756,0.1244,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
38400,0.876,0.124,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
38500,0.876,0.124,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
38600,0.876,0.124,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
38700,0.876,0.124,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
38800,0.876,0.124,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
38900,0.876,0.124,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
39000,0.876,0.124,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
39100,0.876,0.124,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
39200,0.876,0.124,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
39300,0.8762,0.1238,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
39400,0.8762,0.1238,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
39500,0.8762,0.1238,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
39600,0.8764,0.1236,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
39700,0.8764,0.1236,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
39800,0.8764,0.1236,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
39900,0.8766,0.1234,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
40000,0.8768,0.1232,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
0,0.128,0.872,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
100,0.1294,0.8706,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
200,0.1308,0.8692,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
300,0.1322,0.8678,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
400,0.1336,0.8664,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
500,0.1354,0.8646,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
600,0.1364,0.8636,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
700,0.138,0.862,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
800,0.1394,0.8606,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
900,0.1418,0.8582,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
1000,0.1436,0.8564,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
1100,0.1448,0.8552,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
1200,0.1458,0.8542,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
1300,0.1486,0.8514,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
1400,0.15,0.85,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
1500,0.151,0.849,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
1600,0.1534,0.8466,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
1700,0.1564,0.8436,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
1800,0.1584,0.8416,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
1900,0.1608,0.8392,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
2000,0.1628,0.8372,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
2100,0.1648,0.8352,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
2200,0.1664,0.8336,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
2300,0.1696,0.8304,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
2400,0.1714,0.8286,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
2500,0.1736,0.8264,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
2600,0.1738,0.8262,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
2700,0.1744,0.8256,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
2800,0.1754,0.8246,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
2900,0.1768,0.8232,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
3000,0.178,0.822,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
3100,0.1796,0.8204,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
3200,0.1812,0.8188,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
3300,0.1834,0.8166,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
3400,0.1846,0.8154,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
3500,0.186,0.814,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
3600,0.1878,0.8122,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
3700,0.1894,0.8106,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
3800,0.1904,0.8096,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
3900,0.192,0.808,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
4000,0.1936,0.8064,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
4100,0.1952,0.8048,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
4200,0.1974,0.8026,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
4300,0.1992,0.8008,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
4400,0.1994,0.8006,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
4500,0.2,0.8,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
4600,0.2018,0.7982,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
4700,0.2022,0.7978,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
4800,0.2034,0.7966,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
4900,0.2062,0.7938,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
5000,0.2074,0.7926,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
5100,0.2094,0.7906,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
5200,0.21,0.79,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
5300,0.2118,0.7882,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
5400,0.2122,0.7878,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
5500,0.2138,0.7862,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
5600,0.2152,0.7848,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
5700,0.2162,0.7838,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
5800,0.2178,0.7822,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
5900,0.219,0.781,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
6000,0.2194,0.7806,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
6100,0.2198,0.7802,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
6200,0.221,0.779,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
6300,0.2228,0.7772,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
6400,0.2242,0.7758,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
6500,0.2252,0.7748,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
6600,0.2268,0.7732,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
6700,0.2278,0.7722,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
6800,0.2284,0.7716,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
6900,0.2298,0.7702,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
7000,0.2302,0.7698,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
7100,0.2302,0.7698,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
7200,0.2312,0.7688,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
7300,0.2322,0.7678,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
7400,0.2324,0.7676,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
7500,0.2332,0.7668,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
7600,0.2342,0.7658,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
7700,0.2342,0.7658,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
7800,0.2346,0.7654,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
7900,0.235,0.765,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
8000,0.2366,0.7634,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
