group,popType,scenarioBoostStart,scenarioImmuneEscape,scenarioVaxCoverage,scenario,vaxCoverage,tpLevel,boostStart,immuneEscape,ageScenario,nVaxDoses,nAsymptom,nHomecare,nAdmitWard,nAdmitICU,nOccupyWard,nOccupyICU,nDeaths,costHome,costWard,costICU,costDeath,costDoses,costDisease,cost,yldAsymptom,yldHomecare,yldAdmitWard,yldAdmitICU,yll,yllU,yld,daly,dalyU,daly0,cost0,iDaly,iCost,icer
A,Older,Random boosting at 2.25 yr,"Random boosting, immune escape 1.50 yr","Random boosting, coverage 80%",Random boosting,80%,low TP,2.25 yr,1.50 yr,No,11000,57699.558999999994,32277.3338,355.764,39.2932,3148.443,300.5794,34.8752,2411600.9948670003,1105457.6928375,779560.9398335001,2249.4504,450906.50000000006,4298869.077938001,4749775.577938001,0,31.569885387945202,3.984556800000001,0.9487423879452056,505.2394981010426,697.6078159860666,36.50318457589041,541.742682676933,734.111000561957,607.2181581092082,4749446.8496995,65.47547543227518,328.7282385006547,5.020631562128573
A,Older,Random boosting at 2.50 yr,"Random boosting, immune escape 1.50 yr","Random boosting, coverage 80%",Random boosting,80%,low TP,2.50 yr,1.50 yr,No,11000,56637.157999999996,31653.1742,348.86740000000003,37.3594,3138.9414,291.8552,34.2338,2364966.9103530003,1102121.5623075,756934.4872180001,2208.0801,450906.50000000006,4226231.0399785,4677137.5399785,0,30.959405998356164,3.907314880000001,0.9020503895890412,495.71107485093984,684.0732042753,35.768771267945205,531.479846118885,719.8419755432452,607.2181581092082,4749446.8496995,75.73831199032315,-72309.30972099956,-954.7256576069228
A,Older,Random boosting at 1.75 yr,"Random boosting, immune escape 1.75 yr","Random boosting, coverage 80%",Random boosting,80%,low TP,1.75 yr,1.75 yr,No,11000,43895.961,24967.5418,292.1938,32.7204,2688.0142,253.5026,30.3476,1865449.885587,943795.3857975,657465.9644215,1957.4202,450906.50000000006,3468668.656006,3919575.156006,0,24.420308007123285,3.2725705600000006,0.790040781369863,439.1771304925932,606.3790122503333,28.48291934849315,467.6600498410864,634.8619315988265,503.16440989034356,3672381.0528375003,35.50436004925717,247194.10316849966,6962.359068732785
A,Older,Random boosting at 2.00 yr,"Random boosting, immune escape 1.75 yr","Random boosting, coverage 80%",Random boosting,80%,low TP,2.00 yr,1.75 yr,No,11000,42700.014,24644.8082,300.7524,33.7294,2797.1654,262.761,31.6746,1841336.844663,982119.7365074999,681477.8794275001,2043.0117,450906.50000000006,3506977.472298,3957883.972298,0,24.10464802027397,3.368426880000001,0.8144032936986302,457.84162060588085,631.2634888790666,28.2874781939726,486.12909879985347,659.5509670730391,503.16440989034356,3672381.0528375003,17.035311090490097,285502.91946049966,16759.47788355216
A,Older,Random boosting at 2.25 yr,"Random boosting, immune escape 1.75 yr","Random boosting, coverage 80%",Random boosting,80%,low TP,2.25 yr,1.75 yr,No,11000,41571.425,24118.022,299.1,33.738,2834.8106,267.745,32.1902,1801978.0137300002,995337.4367925,694404.0204875,2076.2679,450906.50000000006,3493795.73891,3944702.23891,0,23.58940781917808,3.349920000000001,0.8146109424657535,465.0179452066594,641.2909272642333,27.753938761643838,492.77188396830326,669.0448660258771,503.16440989034356,3672381.0528375003,10.392525922040306,272321.1860724995,26203.560916308612
A,Older,Random boosting at 2.50 yr,"Random boosting, immune escape 1.75 yr","Random boosting, coverage 80%",Random boosting,80%,low TP,2.50 yr,1.75 yr,No,11000,41338.32000000001,23987.7086,297.6712,33.0022,2820.075,262.1468,32.0444,1792241.6480490002,990163.5834374999,679884.934837,2066.8638,450906.50000000006,3464357.0301235,3915263.5301235,0,23.461950603287672,3.3339174400000005,0.7968449002739727,463.19252296167735,639.1631872977666,27.592712943561644,490.785235905239,666.7559002413283,503.16440989034356,3672381.0528375003,12.379173985104558,242882.4772859998,19620.249103716622
A,Older,Random boosting at 1.75 yr,"Random boosting, immune escape 2.00 yr","Random boosting, coverage 80%",Random boosting,80%,low TP,1.75 yr,2.00 yr,No,11000,38793.637,22817.8796,286.2868,31.7926,2672.1048,251.316,30.9016,1704837.8743140001,938209.39659,651794.95719,1993.1532,450906.50000000006,3296835.381294,3747741.881294,0,22.317761690958903,3.2064121600000006,0.7676388597260275,447.68258141446165,618.1154550891334,26.29181271068493,473.9743941251466,644.4072677998183,513.5079836372947,3503301.213069,39.533589512148126,244440.66822500015,6183.113429401266
A,Older,Random boosting at 2.00 yr,"Random boosting, immune escape 2.00 yr","Random boosting, coverage 80%",Random boosting,80%,low TP,2.00 yr,2.00 yr,No,11000,38243.576,22322.5682,276.244,30.7048,2569.545,244.459,29.8392,1667830.6830630002,902199.3688125,634011.1391225001,1924.6284,450906.50000000006,3205965.819398,3656872.319398,0,21.833306431232877,3.0939328000000006,0.7413737052054795,432.7286409315616,597.7169939028666,25.668612936438358,458.39725386799995,623.385606839305,513.5079836372947,3503301.213069,55.11072976929478,153571.1063290001,2786.5917757191996
A,Older,Random boosting at 2.25 yr,"Random boosting, immune escape 2.00 yr","Random boosting, coverage 80%",Random boosting,80%,low TP,2.25 yr,2.00 yr,No,11000,39490.716,23415.488400000002,302.48800000000006,33.1926,2811.9226,263.7744,32.3114,1749488.2158060002,987301.1738925,684106.1601960001,2084.0852999999997,450906.50000000006,3422979.6351945004,3873886.1351945004,0,22.90227221589041,3.387865600000001,0.8014421473972604,467.6122932955384,645.6888225586999,27.09157996328767,494.7038732588261,672.7804025219876,513.5079836372947,3503301.213069,18.804110378468636,370584.9221255006,19707.655117246777
A,Older,Random boosting at 2.50 yr,"Random boosting, immune escape 2.00 yr","Random boosting, coverage 80%",Random boosting,80%,low TP,2.50 yr,2.00 yr,No,11000,39870.034,23678.9688,308.33660000000003,33.4976,2868.293,265.1198,32.5916,1769174.153892,1007093.5259625,687595.4920945,2102.1582,450906.50000000006,3465965.330149,3916871.830149,0,23.159977703013695,3.453369920000001,0.8088064350684931,471.7921534353928,651.2703454450666,27.42215405808219,499.21430749347496,678.6924995031488,513.5079836372947,3503301.213069,14.293676143819766,413570.61708000023,28933.81750913798
A,Older,Random boosting at 1.75 yr,"Random boosting, immune escape 2.25 yr","Random boosting, coverage 80%",Random boosting,80%,low TP,1.75 yr,2.25 yr,No,11000,40604.321,24033.5646,314.2148,34.0596,2808.7114,269.2454,31.8514,1795667.7790890003,986173.6814325001,698295.3491485001,2054.4153,450906.50000000006,3482191.224970001,3933097.724970001,0,23.506801540273973,3.5192057600000006,0.8223760405479453,464.2137554130054,643.1156969486666,27.84838334082192,492.0621387538273,670.9640802894885,510.7050454553437,3642705.3433560003,18.64290670151638,290392.38161400054,15576.561437727976
A,Older,Random boosting at 2.00 yr,"Random boosting, immune escape 2.25 yr","Random boosting, coverage 80%",Random boosting,80%,low TP,2.00 yr,2.25 yr,No,11000,40833.695999999996,23899.085600000002,304.2016,33.0928,2695.75,259.3952,30.718,1785620.1806040003,946511.521875,672748.584568,1981.311,450906.50000000006,3406861.5980470004,3857768.0980470004,0,23.37527002520548,3.40705792,0.7990324558904109,447.223573588961,619.5195465129667,27.581360401095893,474.8049339900569,647.1009069140626,510.7050454553437,3642705.3433560003,35.900111465286784,215062.7546910001,5990.587380179938
A,Older,Random boosting at 2.25 yr,"Random boosting, immune escape 2.25 yr","Random boosting, coverage 80%",Random boosting,80%,low TP,2.25 yr,2.25 yr,No,11000,40502.187999999995,23525.8598,295.812,31.9652,2615.9972,249.2168,29.6842,1757734.614957,918509.316885,646350.6242620001,1914.6309,450906.50000000006,3324509.187004,3775415.687004,0,23.010224516712324,3.3130944000000007,0.7718063221917809,432.8735153083152,599.9951399345666,27.095125238904107,459.9686405472193,627.0902651734707,510.7050454553437,3642705.3433560003,50.73640490812437,132710.3436479997,2615.6828393402566
A,Older,Random boosting at 2.50 yr,"Random boosting, immune escape 2.25 yr","Random boosting, coverage 80%",Random boosting,80%,low TP,2.50 yr,2.25 yr,No,11000,41881.35600000001,24658.1604,319.7566,34.49,2868.5774,275.424,32.3956,1842334.4542860002,1007193.3823575,714319.7181599999,2089.5162,450906.50000000006,3565937.0710035,4016843.5710035,0,24.117707569315066,3.5812739200000006,0.8327681369863015,471.24078053547305,652.2241114801666,28.53174962630137,499.7725301617744,680.7558611064679,510.7050454553437,3642705.3433560003,10.932515293569281,374138.22764749965,34222.52039908648
A,Older,Random boosting at 1.75 yr,"Random boosting, immune escape 2.50 yr","Random boosting, coverage 80%",Random boosting,80%,low TP,1.75 yr,2.50 yr,No,11000,44616.100999999995,26055.402800000003,329.31280000000004,35.6144,2653.8962,271.1592,28.3088,1946729.4202020003,931816.1295225001,703258.8420780001,1825.9176,450906.50000000006,3583630.3094025007,4034536.8094025007,0,25.484325478356165,3.688303360000001,0.8599170060273974,414.45372003087954,574.9365994783334,30.032545844383566,444.4862658752631,604.9691453227169,481.22424395681156,3812148.9777155,36.737978081548476,222387.83168700058,6053.349784067025
A,Older,Random boosting at 2.00 yr,"Random boosting, immune escape 2.50 yr","Random boosting, coverage 80%",Random boosting,80%,low TP,2.00 yr,2.50 yr,No,11000,45059.129,26172.980399999997,324.63660000000004,35.107,2621.809,268.0346,28.0282,1955514.2305859998,920549.9125125001,695155.1060515001,1807.8189,450906.50000000006,3573027.0680499994,4023933.5680499994,0,25.599326035068486,3.635929920000001,0.8476657287671233,410.86129130908586,569.9295005733666,30.08292168383561,440.94421299292145,600.0124222572022,481.22424395681156,3812148.9777155,40.28003096389011,211784.59033449925,5257.806045987354
A,Older,Random boosting at 2.25 yr,"Random boosting, immune escape 2.50 yr","Random boosting, coverage 80%",Random boosting,80%,low TP,2.25 yr,2.50 yr,No,11000,46408.435000000005,26641.8204,318.29780000000005,34.2698,2532.5856,253.8976,26.8566,1990543.611186,889222.4614799999,658490.407784,1732.2507,450906.50000000006,3539988.7311500004,3990895.2311500004,0,26.05789008986301,3.564935360000001,0.8274513627397261,394.1307269143013,547.5560119802667,30.450276812602738,424.58100372690404,578.0062887928694,481.22424395681156,3812148.9777155,56.64324022990752,178746.2534345002,3155.6502189668613
A,Older,Random boosting at 2.50 yr,"Random boosting, immune escape 2.50 yr","Random boosting, coverage 80%",Random boosting,80%,low TP,2.50 yr,2.50 yr,No,11000,46099.177,26349.186800000003,311.0082,33.33,2477.8928,245.2294,26.2688,1968679.4917620004,870019.13574,636009.1927085001,1694.3375999999998,450906.50000000006,3476402.157810501,3927308.657810501,0,25.7716703769863,3.4832918400000006,0.8047596986301371,384.7294965083883,533.6070903710333,30.059721915616436,414.78921842400473,563.6668122866498,481.22424395681156,3812148.9777155,66.43502553280683,115159.68009500066,1733.4181656652288
B,Younger,No further boosting at Never,"No further boosting, immune escape 1.50 yr","No further boosting, coverage 80%",No further boosting,80%,low TP,Never,1.50 yr,No,0,65269.544,29319.9776,184.0572,20.7092,1364.499,159.4818,15.5662,1522939.586124866,71489.76117294375,86586.34084189596,1004.0199,0,1682019.7080397056,1682019.7080397056,0,28.6773479539726,2.0614406400000003,0.5000278893150685,190.67619858487762,250.9393250821295,31.238816483287668,221.9150150681653,282.17814156541715,221.9150150681653,1682019.7080397056,0,0,NA
B,Younger,No further boosting at Never,"No further boosting, immune escape 1.75 yr","No further boosting, coverage 80%",No further boosting,80%,low TP,Never,1.75 yr,No,0,57152.312000000005,26450.8502,183.46359999999999,20.1372,1403.7696,152.6002,14.845,1373911.242559709,73547.25320124,82850.16177232444,957.5025,0,1531266.1600332733,1531266.1600332733,0,25.87110553808219,2.0547923200000002,0.486216831780822,179.35869057147164,235.58724515469308,28.412114689863014,207.77080526133466,263.99935984455607,207.77080526133466,1531266.1600332733,0,0,NA
B,Younger,No further boosting at Never,"No further boosting, immune escape 2.00 yr","No further boosting, coverage 80%",No further boosting,80%,low TP,Never,2.00 yr,No,0,42720.113,20548.4586,166.20319999999998,18.3292,1340.8264,142.9732,15.2586,1067328.9544323508,70249.490186785,77623.44183760503,984.1796999999999,0,1216186.066156741,1216186.066156741,0,20.09808142520548,1.86147584,0.44256230027397264,181.57570096690966,237.58648953039327,22.402119565479452,203.9778205323891,259.98860909587273,203.9778205323891,1216186.066156741,0,0,NA
B,Younger,No further boosting at Never,"No further boosting, immune escape 2.25 yr","No further boosting, coverage 80%",No further boosting,80%,low TP,Never,2.25 yr,No,0,44880.065,21627.1076,180.6488,20.0206,1441.3156,155.1016,16.3376,1123356.188970006,75514.3888114525,84208.22942005552,1053.7751999999998,0,1284132.582401514,1284132.582401514,0,21.15308880328767,2.02326656,0.4834015008219179,194.30557565721153,253.78489764741667,23.65975686410959,217.96533252132113,277.44465451152627,217.96533252132113,1284132.582401514,0,0,NA
B,Younger,No further boosting at Never,"No further boosting, immune escape 2.50 yr","No further boosting, coverage 80%",No further boosting,80%,low TP,Never,2.50 yr,No,0,53189.85599999999,25116.489,188.9122,20.8168,1414.5682,156.4264,15.2242,1304601.793507842,74113.02080898626,84927.49383986607,981.9609,0,1464624.2690566943,1464624.2690566943,0,24.565990610958902,2.1158166400000002,0.5026259134246576,182.21439852069636,238.22839406324564,27.184433164383563,209.39883168507993,265.41282722762924,209.39883168507993,1464624.2690566943,0,0,NA
B,Younger,Pediatric boosting at 1.75 yr,"Pediatric boosting, immune escape 1.50 yr","Pediatric boosting, coverage 80%",Pediatric boosting,80%,low TP,1.75 yr,1.50 yr,No,11000,64099.623,28892.1422,182.89939999999999,20.8314,1372.7922,157.8612,15.7086,1500716.940668085,71924.26415708626,85706.47979211864,1013.2047,213271.1428571429,1659360.8893172897,1872632.0321744327,0,28.258889768219174,2.04847328,0.5029784334246575,191.74555488194147,251.94695168522338,30.81034148164383,222.5558963635853,282.7572931668672,221.9150150681653,1682019.7080397056,-0.6408812954200016,190612.324134727,-297422.1989265722
B,Younger,Pediatric boosting at 2.00 yr,"Pediatric boosting, immune escape 1.50 yr","Pediatric boosting, coverage 80%",Pediatric boosting,80%,low TP,2.00 yr,1.50 yr,No,11000,64186.073,29008.4156,183.8286,20.8788,1372.2024,157.6868,15.6174,1506756.4188044302,71893.36295368499,85611.79401704697,1007.3223,213271.1428571429,1665268.8980751622,1878540.0409323052,0,28.372614710136983,2.05888032,0.5041229161643835,190.92777186776158,251.10523342060887,30.935617946301367,221.86338981406294,282.04085136691026,221.9150150681653,1682019.7080397056,0.05162525410236185,196520.33289259952,3806670.5202640104
B,Younger,Pediatric boosting at 2.25 yr,"Pediatric boosting, immune escape 1.50 yr","Pediatric boosting, coverage 80%",Pediatric boosting,80%,low TP,2.25 yr,1.50 yr,No,11000,63306.17,28670.464,181.83339999999998,20.8846,1362.6032,159.7132,15.5242,1489202.5217020586,71390.43512783,86711.97322923304,1001.3109000000001,213271.1428571429,1648306.2409591214,1861577.3838162643,0,28.04207026849315,2.03653408,0.5042629583561644,189.98647295305443,249.90145180693114,30.582867306849312,220.56934025990375,280.48431911378043,221.9150150681653,1682019.7080397056,1.345674808261549,179557.6757765587,133433.18510103176
B,Younger,Pediatric boosting at 2.50 yr,"Pediatric boosting, immune escape 1.50 yr","Pediatric boosting, coverage 80%",Pediatric boosting,80%,low TP,2.50 yr,1.50 yr,No,11000,62706.051999999996,28395.0654,180.4796,20.922,1376.204,160.0542,15.7432,1474897.7553197213,72103.017506975,86897.10997980324,1015.4363999999999,213271.1428571429,1634913.3192064995,1848184.4620636425,0,27.77270780219178,2.02137152,0.505165989041096,192.25043468912656,252.6988489819097,30.299245311232873,222.54968000035944,282.99809429314257,221.9150150681653,1682019.7080397056,-0.6346649321941413,166164.7540239368,-261814.92878372507
B,Younger,Pediatric boosting at 1.75 yr,"Pediatric boosting, immune escape 1.75 yr","Pediatric boosting, coverage 80%",Pediatric boosting,80%,low TP,1.75 yr,1.75 yr,No,11000,55966.80099999999,25952.5226,182.5078,19.9856,1374.6318,150.717,14.811,1348027.0881018762,72020.64573351375,81827.7291369174,955.3095,213271.1428571429,1502830.7724723073,1716101.9153294503,0,25.383700186849314,2.0440873600000002,0.4825564186301371,178.56013851216804,234.43359058342358,27.91034396547945,206.4704824776475,262.343934548903,207.77080526133466,1531266.1600332733,1.3003227836871645,184835.755296177,142146.0560523758
B,Younger,Pediatric boosting at 2.00 yr,"Pediatric boosting, immune escape 1.75 yr","Pediatric boosting, coverage 80%",Pediatric boosting,80%,low TP,2.00 yr,1.75 yr,No,11000,55601.973999999995,25843.0334,180.901,19.7266,1375.419,149.6808,14.6918,1342339.9951849587,72061.88925219375,81265.15230131376,947.6211000000001,213271.1428571429,1496614.6578384663,1709885.8006956093,0,25.276610750136985,2.0260912,0.476302810410959,177.28597068126237,232.73913079903164,27.779004760547945,205.0649754418103,260.5181355595796,207.77080526133466,1531266.1600332733,2.7058298195243538,178619.64066233602,66012.88794050425
B,Younger,Pediatric boosting at 2.25 yr,"Pediatric boosting, immune escape 1.75 yr","Pediatric boosting, coverage 80%",Pediatric boosting,80%,low TP,2.25 yr,1.75 yr,No,11000,54714.755999999994,25472.168,178.9298,19.4752,1356.2874,147.5174,14.5106,1323076.4880128375,71059.53343159125,80090.59263508629,935.9337,213271.1428571429,1475162.547779515,1688433.6906366579,0,24.913873906849314,2.0040137600000003,0.47023270575342474,175.06079003675447,230.02397718603095,27.38812037260274,202.4489104093572,257.41209755863366,207.77080526133466,1531266.1600332733,5.321894851977447,157167.5306033846,29532.250255749816
